conceptRename?,oldName,newName,coRename,commitdate,commit,type,file,line
TRUE,ORANGE,TOTAL_COLOR,-1,2011-10-04 02:47:51+00:00,f950eea61f75861d21f56cea4a06c92559e1fc37,Attribute,src/argouml-app/src/org/argouml/ui/HeapMonitor.java,64
TRUE,RED,WARN_COLOR,-1,2011-10-04 02:47:51+00:00,f950eea61f75861d21f56cea4a06c92559e1fc37,Attribute,src/argouml-app/src/org/argouml/ui/HeapMonitor.java,65
FALSE,listener,theListener,-1,2011-07-23 09:04:49+00:00,14cb55962f8d78ff340d3242f5508500dd051b81,Parameter,src/argouml-core-model-euml/src/org/argouml/model/euml/ModelEventPumpEUMLImpl.java,70
TRUE,set,oSet,-1,2011-07-20 12:10:13+00:00,6dd7c2f4841dd07e7a5f14945fbea877bfbffe75,Variable,src/argouml-app/src/org/argouml/cognitive/ListSet.java,245
TRUE,diagramSettings,oldSettings,-1,2011-07-20 12:10:13+00:00,6dd7c2f4841dd07e7a5f14945fbea877bfbffe75,Variable,src/argouml-app/src/org/argouml/persistence/PGMLStackParser.java,647
TRUE,settings,newSettings,-1,2011-07-20 12:10:13+00:00,6dd7c2f4841dd07e7a5f14945fbea877bfbffe75,Variable,src/argouml-app/src/org/argouml/persistence/PGMLStackParser.java,706
TRUE,BaseGetterSetter,GetterSetter,-1,2011-07-07 19:04:42+00:00,b5861a5647f8405de0d3e54922351922c5300972,Class,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManager.java,78
FALSE,title,theTitle,0,2011-05-23 20:05:31+00:00,375ea37bf974b483e056d35868efa90b882a917c,Parameter,src/argouml-app/src/org/argouml/application/api/AbstractArgoJPanel.java,124
FALSE,title,theTitle,0,2011-05-23 20:05:31+00:00,375ea37bf974b483e056d35868efa90b882a917c,Parameter,src/argouml-app/src/org/argouml/application/api/AbstractArgoJPanel.java,136
FALSE,owner,o,-1,2011-05-20 10:51:10+00:00,ce0b54b84bb89ce2312c8b0dbafe0bc72b4a4c2d,Parameter,src/argouml-core-diagrams-state2/src/org/argouml/state2/diagram/UMLStateDiagram.java,62
TRUE,StateDiagramGraphModel,FigRegionCompartment,-1,2011-05-20 10:51:10+00:00,ce0b54b84bb89ce2312c8b0dbafe0bc72b4a4c2d,Method,src/argouml-core-diagrams-state2/src/org/argouml/state2/diagram/StateDiagramGraphModel.java,33
TRUE,getCreateNodeAction,getNodeAction,0,2011-05-20 10:51:10+00:00,ce0b54b84bb89ce2312c8b0dbafe0bc72b4a4c2d,Method,src/argouml-core-diagrams-state2/src/org/argouml/state2/diagram/BaseDiagram.java,110
TRUE,getCreateEdgeAction,getEdgeAction,0,2011-05-20 10:51:10+00:00,ce0b54b84bb89ce2312c8b0dbafe0bc72b4a4c2d,Method,src/argouml-core-diagrams-state2/src/org/argouml/state2/diagram/BaseDiagram.java,119
TRUE,s,outStream,-1,2011-05-17 09:31:13+00:00,57b6c3018df3d0ab0e4fbd7a60186d71d3e1a59c,Parameter,src/argouml-app/src/org/argouml/uml/ui/SaveGraphicsManager.java,580
TRUE,checkbox,trueButton,-1,2011-05-15 17:50:21+00:00,e7865aa82550c72061b5ffc4c566f5b716ae8299,Attribute,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLValueSpecificationValueFieldLiteralBoolean.java,30
TRUE,classifier,element,-1,2011-05-13 17:56:38+00:00,d19179599d9d9440032a3966252c52d9df175198,Variable,src/argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java,355
TRUE,property,element,-1,2011-05-11 16:52:37+00:00,c594f19e891bb817975f314e7f9a190bf073e003,Parameter,src/argouml-core-model-euml/src/org/argouml/model/euml/ModelEventPumpEUMLImpl.java,513
TRUE,compositeState,region,-1,2011-05-09 19:39:31+00:00,f407c7ff30b8afc19fe7ded7538aaab996bddd9f,Parameter,src/argouml-core-model-euml/src/org/argouml/model/euml/StateMachinesHelperEUMLImpl.java,201
FALSE,trigger,triggers,-1,2011-05-07 12:59:34+00:00,6be9edcaebaec75b2f09769eb088cbbc704e0c16,Variable,src/argouml-app/src/org/argouml/notation/providers/NotationUtilityProviders.java,41
FALSE,res,r,-1,2011-05-06 12:44:28+00:00,dbb499dce75c37aaf6387a2b2be5ff962b2e976e,Variable,src/argouml-core-model-euml/src/org/argouml/model/euml/UmlFactoryEUMLImpl.java,731
FALSE,l,lst,-1,2011-05-06 06:24:38+00:00,21af211bb68e7df49879dca70e1c5a355bc83aa8,Variable,src/argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigEnumeration.java,84
TRUE,elements,metaTypes,-1,2011-04-26 21:51:06+00:00,f759515717bd63eb78f2930996ef6ce040721305,Parameter,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/FigCompartment.java,40
TRUE,getPort,getBorder,0,2011-04-26 19:12:56+00:00,ee578077db1ce311e7bf88cb15a7204a8877ac85,Method,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/FigBasePresentation.java,65
TRUE,bigPort,border,0,2011-04-26 19:12:56+00:00,ee578077db1ce311e7bf88cb15a7204a8877ac85,Attribute,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/FigBasePresentation.java,29
TRUE,createBigPort,createBorder,0,2011-04-26 19:12:56+00:00,ee578077db1ce311e7bf88cb15a7204a8877ac85,Method,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/FigNamedConcavePentagon.java,32
TRUE,createBigPort,createBorder,0,2011-04-26 19:12:56+00:00,ee578077db1ce311e7bf88cb15a7204a8877ac85,Method,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/FigNamedPentagon.java,34
TRUE,createBigPort,createBorder,0,2011-04-26 19:12:56+00:00,ee578077db1ce311e7bf88cb15a7204a8877ac85,Method,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/FigNamedRRect.java,42
TRUE,createBigPort,createBorder,0,2011-04-26 19:12:56+00:00,ee578077db1ce311e7bf88cb15a7204a8877ac85,Method,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/FigNamedRect.java,35
TRUE,createBigPort,createBorder,0,2011-04-26 19:12:56+00:00,ee578077db1ce311e7bf88cb15a7204a8877ac85,Method,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/FigBasePresentation.java,60
TRUE,BaseDisplayState,FigBasePresentation,0,2011-04-26 18:54:57+00:00,75ca0b56f9cb6fc7f64fe6ffbb85b7316e60af46,Class,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/BaseDisplayState.java,26
TRUE,ConcavePentagonDisplayState,FigNamedConcavePentagon,0,2011-04-26 18:54:57+00:00,75ca0b56f9cb6fc7f64fe6ffbb85b7316e60af46,Class,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/ConcavePentagonDisplayState.java,23
TRUE,PentagonDisplayState,FigNamedPentagon,0,2011-04-26 18:54:57+00:00,75ca0b56f9cb6fc7f64fe6ffbb85b7316e60af46,Class,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/PentagonDisplayState.java,23
TRUE,RRectDisplayState,FigNamedRRect,0,2011-04-26 18:54:57+00:00,75ca0b56f9cb6fc7f64fe6ffbb85b7316e60af46,Class,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/RRectDisplayState.java,23
TRUE,RectDisplayState,FigNamedRect,0,2011-04-26 18:54:57+00:00,75ca0b56f9cb6fc7f64fe6ffbb85b7316e60af46,Class,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/RectDisplayState.java,22
FALSE,f,fig,0,2011-04-24 06:50:53+00:00,0796e231a00a337e84af2e2c0ada897a3a50fb49,Variable,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/FigCompartment.java,80
FALSE,f,fig,0,2011-04-24 06:50:53+00:00,0796e231a00a337e84af2e2c0ada897a3a50fb49,Variable,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/FigCompartment.java,108
FALSE,model,aModel,-1,2011-04-19 07:44:36+00:00,d6eb747d9073ee97e2b8c81dd5fcfd4235a15086,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLValueSpecificationValueField.java,49
TRUE,getBigPort,getPort,-1,2011-04-17 17:17:45+00:00,02860b3ad2e8258250f31a3ea52907e4e4df61b0,Method,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/BaseDisplayState.java,57
TRUE,nameFig,nameDisplay,-1,2011-04-17 17:17:45+00:00,02860b3ad2e8258250f31a3ea52907e4e4df61b0,Attribute,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/BaseDisplayState.java,29
TRUE,polyFig,poly,0,2011-04-17 17:17:45+00:00,02860b3ad2e8258250f31a3ea52907e4e4df61b0,Variable,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/ConcavePentagonDisplayState.java,49
TRUE,polyFig,poly,0,2011-04-17 17:17:45+00:00,02860b3ad2e8258250f31a3ea52907e4e4df61b0,Variable,src/argouml-core-diagrams-activity2/src/org/argouml/activity2/diagram/PentagonDisplayState.java,48
TRUE,setMultiplicity,setMultiplicityInternal,-1,2011-04-13 18:01:28+00:00,eaf28399c57b47b022ea1cf7050ea1f14a8dacc6,Method,src/argouml-core-model-mdr/src/org/argouml/model/mdr/CoreHelperMDRImpl.java,3001
TRUE,SelectionAttribute,SelectionCompartmentText,-1,2011-04-11 11:43:13+00:00,a5c9799bf8bcc03bdb299cbee5a23fd0eead521d,Class,src/argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionAttribute.java,48
TRUE,SelectionNodeClarifierWithAttributeButtons,SelectionClassifierBox,-1,2011-04-10 21:31:56+00:00,71a19589cf5535cd8d48f0d81e2d98e095ee691d,Class,src/argouml-app/src/org/argouml/uml/diagram/ui/SelectionNodeClarifierWithAttributeButtons.java,28
TRUE,getUmlFactoryDefaults,getDefaults,0,2011-03-30 17:56:29+00:00,752007744eab98c28a7d666240c6a48e4f3d75a9,Method,src/argouml-app/src/org/argouml/kernel/ProjectImpl.java,579
TRUE,getUmlFactoryDefaults,getDefaults,0,2011-03-30 17:56:29+00:00,752007744eab98c28a7d666240c6a48e4f3d75a9,Method,src/argouml-app/src/org/argouml/kernel/Project.java,288
TRUE,attrType,defaults,-1,2011-03-30 17:41:44+00:00,7a269c7df2ace936a55c59646acc05660190f2a6,Variable,src/argouml-app/src/org/argouml/uml/ui/foundation/core/ActionAddAttribute.java,121
TRUE,returnType,defaults,-1,2011-03-30 17:41:44+00:00,7a269c7df2ace936a55c59646acc05660190f2a6,Variable,src/argouml-app/src/org/argouml/uml/ui/foundation/core/ActionAddOperation.java,118
TRUE,oper,attr,-1,2011-03-30 17:41:44+00:00,7a269c7df2ace936a55c59646acc05660190f2a6,Variable,src/argouml-app/src/org/argouml/uml/ui/foundation/core/ActionAddOperation.java,119
TRUE,target,container,0,2011-03-30 16:16:40+00:00,a3d2cbf4423d80b9729dfd9f1531ed66d72f499c,Parameter,src/argouml-app/src/org/argouml/ui/ActionCreateContainedModelElement.java,67
TRUE,target,container,0,2011-03-30 16:16:40+00:00,a3d2cbf4423d80b9729dfd9f1531ed66d72f499c,Parameter,src/argouml-app/src/org/argouml/ui/ActionCreateContainedModelElement.java,83
TRUE,target,container,0,2011-03-30 16:16:40+00:00,a3d2cbf4423d80b9729dfd9f1531ed66d72f499c,Parameter,src/argouml-app/src/org/argouml/ui/ActionCreateContainedModelElement.java,102
TRUE,isCallAction,isCreateMessage,-1,2011-03-26 14:28:27+00:00,2cbed672a1f8e686a5d2372d73e95a146d50b656,Method,src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/FigMessage.java,152
TRUE,isCreateAction,isDeleteMessage,-1,2011-03-26 14:28:27+00:00,2cbed672a1f8e686a5d2372d73e95a146d50b656,Method,src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/FigMessage.java,156
TRUE,isDestroyAction,isReplyMessage,-1,2011-03-26 14:28:27+00:00,2cbed672a1f8e686a5d2372d73e95a146d50b656,Method,src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/FigMessage.java,160
TRUE,isReturnAction,isSynchCallMessage,-1,2011-03-26 14:28:27+00:00,2cbed672a1f8e686a5d2372d73e95a146d50b656,Method,src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/FigMessage.java,164
TRUE,isSendAction,isASynchSignalMessage,-1,2011-03-26 14:28:27+00:00,2cbed672a1f8e686a5d2372d73e95a146d50b656,Method,src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/FigMessage.java,168
TRUE,edgeType,messageSort,-1,2011-03-26 11:46:00+00:00,e9883c9ed0ec48e0b4ffea7613cb79f137b23d4c,Parameter,src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/SequenceDiagramGraphModel.java,353
TRUE,connect,createMessage1,-1,2011-03-26 11:46:00+00:00,e9883c9ed0ec48e0b4ffea7613cb79f137b23d4c,Method,src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/SequenceDiagramGraphModel.java,343
TRUE,actionType,messageSort,-1,2011-03-26 11:46:00+00:00,e9883c9ed0ec48e0b4ffea7613cb79f137b23d4c,Parameter,src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/SequenceDiagramGraphModel.java,354
TRUE,acollab,from,-1,2011-03-26 11:46:00+00:00,e9883c9ed0ec48e0b4ffea7613cb79f137b23d4c,Parameter,src/argouml-core-model-euml/src/org/argouml/model/euml/CollaborationsFactoryEUMLImpl.java,112
TRUE,arole,to,-1,2011-03-26 11:46:00+00:00,e9883c9ed0ec48e0b4ffea7613cb79f137b23d4c,Parameter,src/argouml-core-model-euml/src/org/argouml/model/euml/CollaborationsFactoryEUMLImpl.java,112
TRUE,handle,message,-1,2011-03-26 11:46:00+00:00,e9883c9ed0ec48e0b4ffea7613cb79f137b23d4c,Parameter,src/argouml-core-model-euml/src/org/argouml/model/euml/CollaborationsHelperEUMLImpl.java,152
TRUE,collaboration,owner,-1,2011-03-25 19:27:33+00:00,aeb00558984a1dd71a59701ac3293cf613625c27,Variable,src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/ActionAddClassifierRole.java,78
TRUE,handle,collaboration,-1,2011-03-25 19:27:33+00:00,aeb00558984a1dd71a59701ac3293cf613625c27,Parameter,src/argouml-core-model-euml/src/org/argouml/model/euml/CollaborationsFactoryEUMLImpl.java,102
FALSE,property,prop,-1,2011-02-21 22:35:03+00:00,959f726ce095e97adaa30bd3504636277726fe95,Variable,src/argouml-core-model-euml/src/org/argouml/model/euml/ExtensionMechanismsHelperEUMLImpl.java,96
FALSE,sta,st,-1,2011-02-21 22:27:14+00:00,f8163bc167e552c75025606e26070fdfc81b3b6c,Variable,src/argouml-core-model-euml/src/org/argouml/model/euml/FacadeEUMLImpl.java,1525
TRUE,UMLLinkedList,UMLStereotypeList,0,2011-02-13 18:17:19+00:00,32ad740912efd216fdbb412d9d6c653f488d587a,Class,src/argouml-app/src/org/argouml/uml/ui/UMLLinkedList.java,47
TRUE,UMLList2,UMLStereotypeList2,0,2011-02-13 18:17:19+00:00,32ad740912efd216fdbb412d9d6c653f488d587a,Class,src/argouml-app/src/org/argouml/uml/ui/UMLList2.java,57
TRUE,handle,modelElement,0,2011-02-13 12:11:30+00:00,a7d2660c56609a467fa4482d0c4d32a750c0aed6,Parameter,src/argouml-core-model-euml/src/org/argouml/model/euml/CoreHelperEUMLImpl.java,1196
TRUE,handle,modelElement,0,2011-02-13 12:11:30+00:00,a7d2660c56609a467fa4482d0c4d32a750c0aed6,Variable,src/argouml-core-model-euml/src/org/argouml/model/euml/CoreHelperEUMLImpl.java,1196
TRUE,getClasses,populateClassMaps,-1,2010-11-22 02:03:04+00:00,9aa9c57e0bb72918351ddfc6affee1b0479a677e,Method,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/MetaDataCache.java,98
UNKNOWN,listener,nr,-1,2010-11-20 19:27:11+00:00,ce49b5bc7841ead95a522db82b0c0eedb732769a,Parameter,src/argouml-app/src/org/argouml/notation/NotationProviderFactory2.java,274
TRUE,propertyChange,notationRenderingChanged,-1,2010-11-20 19:27:11+00:00,ce49b5bc7841ead95a522db82b0c0eedb732769a,Method,src/argouml-app/tests/org/argouml/notation/TestNotationProvider.java,133
TRUE,listener,np,0,2010-11-20 19:27:11+00:00,ce49b5bc7841ead95a522db82b0c0eedb732769a,Parameter,src/argouml-app/src/org/argouml/notation/providers/StateBodyNotation.java,88
TRUE,listener,np,0,2010-11-20 19:27:11+00:00,ce49b5bc7841ead95a522db82b0c0eedb732769a,Parameter,src/argouml-app/src/org/argouml/notation/providers/uml/TransitionNotationUml.java,771
TRUE,listener,np,0,2010-11-20 19:27:11+00:00,ce49b5bc7841ead95a522db82b0c0eedb732769a,Parameter,src/argouml-app/src/org/argouml/notation/providers/StateBodyNotation.java,128
TRUE,listener,np,0,2010-11-20 19:27:11+00:00,ce49b5bc7841ead95a522db82b0c0eedb732769a,Parameter,src/argouml-app/src/org/argouml/notation/providers/uml/TransitionNotationUml.java,822
TRUE,target,container,-1,2010-11-06 17:58:28+00:00,038c5be2580f7c6db88ee9a4685ccf83971c8cf5,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/SwingUIFactory.java,124
TRUE,data,panelData,-1,2010-11-06 14:54:07+00:00,48a19c704b556e41a6bca9f880d86e3b69c8a35f,Variable,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/SwingUIFactory.java,84
TRUE,projectLoaded,project,-1,2010-10-27 15:52:25+00:00,aa4699aba81a60f2f70e810de87b728d79283d2f,Variable,src/argouml-app/src/org/argouml/application/Main.java,489
FALSE,publicId,pubId,0,2010-10-10 20:12:34+00:00,827802afd311e63ab2e2756c6b22ff4d6a23caad,Parameter,src/argouml-core-model/src/org/argouml/model/XmiException.java,99
FALSE,systemId,sysId,1,2010-10-10 20:12:34+00:00,827802afd311e63ab2e2756c6b22ff4d6a23caad,Parameter,src/argouml-core-model/src/org/argouml/model/XmiException.java,99
FALSE,publicId,pubId,0,2010-10-10 20:12:34+00:00,827802afd311e63ab2e2756c6b22ff4d6a23caad,Parameter,src/argouml-core-model/src/org/argouml/model/XmiException.java,121
FALSE,systemId,sysId,1,2010-10-10 20:12:34+00:00,827802afd311e63ab2e2756c6b22ff4d6a23caad,Parameter,src/argouml-core-model/src/org/argouml/model/XmiException.java,121
FALSE,end,ae,-1,2010-09-18 05:19:53+00:00,7b9b09e624bef1038db658ab54180b8cce0415e0,Variable,src/argouml-core-model-mdr/src/org/argouml/model/mdr/CoreFactoryMDRImpl.java,639
FALSE,ae,oldae,-1,2010-09-17 17:42:28+00:00,82cc5c2387867aeb69f4d61198797001c65ca239,Variable,src/argouml-core-model-mdr/src/org/argouml/model/mdr/CommonBehaviorHelperMDRImpl.java,462
FALSE,WIDTH,BWIDTH,0,2010-09-10 09:29:47+00:00,604299fb46334e559a0cbc4aaf66e7471c0e693f,Attribute,src/argouml-app/src/org/argouml/uml/diagram/state/ui/FigBranchState.java,60
FALSE,HEIGHT,BHEIGHT,0,2010-09-10 09:29:47+00:00,604299fb46334e559a0cbc4aaf66e7471c0e693f,Attribute,src/argouml-app/src/org/argouml/uml/diagram/state/ui/FigBranchState.java,61
TRUE,owner,diagramEdgeSettings,-1,2010-08-31 16:43:47+00:00,1387807fe2f8d5115b6dbd583eabc373f41b780c,Parameter,src/argouml-core-diagrams-uml2/src/org/argouml/diagram/uml2/FigAssociation2.java,62
TRUE,element,diagramElementSettings,-1,2010-08-31 16:43:47+00:00,1387807fe2f8d5115b6dbd583eabc373f41b780c,Parameter,src/argouml-core-diagrams-uml2/src/org/argouml/diagram/uml2/FigAssociationClass2.java,73
TRUE,name,propertyName,0,2010-08-30 09:59:57+00:00,e5ccb0e741ae79fe74f24969ededccffcb04652e,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/CheckBoxData.java,23
TRUE,getName,getPropertyName,0,2010-08-30 09:59:57+00:00,e5ccb0e741ae79fe74f24969ededccffcb04652e,Method,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/CheckBoxData.java,32
TRUE,name,propertyName,0,2010-08-30 09:59:57+00:00,e5ccb0e741ae79fe74f24969ededccffcb04652e,Attribute,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/CheckBoxData.java,19
TRUE,name,propertyName,0,2010-08-30 09:59:57+00:00,e5ccb0e741ae79fe74f24969ededccffcb04652e,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/ControlData.java,31
TRUE,getName,getPropertyName,0,2010-08-30 09:59:57+00:00,e5ccb0e741ae79fe74f24969ededccffcb04652e,Method,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/ControlData.java,47
TRUE,name,propertyName,0,2010-08-30 09:59:57+00:00,e5ccb0e741ae79fe74f24969ededccffcb04652e,Attribute,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/ControlData.java,23
TRUE,multiplicity,currentMult,-1,2010-08-28 11:45:52+00:00,d877125e6a5c892c61defe66fc4f9acf39b94e3d,Variable,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLMultiplicityPanel.java,129
TRUE,comboBoxTarget,target,-1,2010-08-28 00:41:40+00:00,14d2ec7b6e3f9a03abe991cd0c43933f78d7a058,Attribute,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLComboBoxModel.java,87
TRUE,operation,bf,0,2010-08-25 20:38:46+00:00,4660f2ffc47bdd930c7c00f85ec7f305d71acfd2,Parameter,src/argouml-core-model-euml/src/org/argouml/model/euml/CoreHelperEUMLImpl.java,911
TRUE,operation,bf,0,2010-08-25 20:38:46+00:00,4660f2ffc47bdd930c7c00f85ec7f305d71acfd2,Parameter,src/argouml-core-model-mdr/src/org/argouml/model/mdr/CoreHelperMDRImpl.java,495
TRUE,operation,bf,0,2010-08-25 20:38:46+00:00,4660f2ffc47bdd930c7c00f85ec7f305d71acfd2,Parameter,src/argouml-core-model/src/org/argouml/model/AbstractCoreHelperDecorator.java,133
TRUE,operation,bf,0,2010-08-25 20:38:46+00:00,4660f2ffc47bdd930c7c00f85ec7f305d71acfd2,Parameter,src/argouml-core-model/src/org/argouml/model/CoreHelper.java,171
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManager.java,97
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,151
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,185
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,673
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,695
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,717
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,733
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,754
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,769
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,789
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,804
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,825
FALSE,type,types,0,2010-08-16 19:35:49+00:00,99bbd1cbf5db8f367afb46cb13daf6d1474c8fe1,Parameter,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java,840
