conceptRename?,oldName,newName,coRename,commitdate,commit,type,file,line
TRUE,config,hikariDataSource,-1,2018-10-18 23:56:00+02:00,994e2b5a352e3b8b8665af05d107ec2938865c96,Parameter,ratpack-hikari/src/main/java/ratpack/hikari/HikariModule.java,113
FALSE,Template3,Template,-1,2018-09-17 21:45:22-05:00,5a25d0efdf586be47ac45550c2679f3be3010354,Class,ratpack-thymeleaf3/src/main/java/ratpack/thymeleaf3/Template3.java,30
FALSE,Thymeleaf3Module,ThymeleafModule,-1,2018-09-17 21:45:22-05:00,5a25d0efdf586be47ac45550c2679f3be3010354,Class,ratpack-thymeleaf3/src/main/java/ratpack/thymeleaf3/Thymeleaf3Module.java,33
TRUE,TYPE_TEXT_PLAIN,TYPE_TEXT,-1,2018-08-08 13:12:18+02:00,086dc861f807c0e33ab5a4970d0d921b65a8ec3c,Attribute,ratpack-core/src/main/java/ratpack/handling/internal/ContentNegotiationHandler.java,74
TRUE,path,s,-1,2018-08-03 09:55:53-05:00,2924554b62148ffecb028f8bce5932b073e68075,Variable,ratpack-core/src/main/java/ratpack/http/internal/DefaultHttpUrlBuilder.java,79
TRUE,s,path,-1,2018-07-26 11:26:04-05:00,da2b2360beb6f1fe77b947c7b6474f0162103375,Variable,ratpack-core/src/main/java/ratpack/http/internal/DefaultHttpUrlBuilder.java,78
TRUE,doWithRegistrySpec,registrySpec,0,2018-01-04 10:14:23-06:00,f90dd2588968b94a6a254c392c74e2a47d3389d9,Parameter,ratpack-rx2/src/main/java/ratpack/rx2/RxRatpack.java,840
TRUE,doWithRegistrySpec,registrySpec,0,2018-01-04 10:14:23-06:00,f90dd2588968b94a6a254c392c74e2a47d3389d9,Parameter,ratpack-rx2/src/main/java/ratpack/rx2/RxRatpack.java,911
TRUE,observe,complete,-1,2018-01-04 10:14:23-06:00,f90dd2588968b94a6a254c392c74e2a47d3389d9,Method,ratpack-rx2/src/main/java/ratpack/rx2/RxRatpack.java,118
TRUE,observeEach,observe,-1,2018-01-04 10:14:23-06:00,f90dd2588968b94a6a254c392c74e2a47d3389d9,Method,ratpack-rx2/src/main/java/ratpack/rx2/RxRatpack.java,192
TRUE,promise,promiseAll,1,2018-01-04 10:14:23-06:00,f90dd2588968b94a6a254c392c74e2a47d3389d9,Method,ratpack-rx2/src/main/java/ratpack/rx2/RxRatpack.java,322
TRUE,promise,promiseAll,1,2018-01-04 10:14:23-06:00,f90dd2588968b94a6a254c392c74e2a47d3389d9,Method,ratpack-rx2/src/main/java/ratpack/rx2/RxRatpack.java,377
TRUE,promiseSingle,promise,-1,2018-01-04 10:14:23-06:00,f90dd2588968b94a6a254c392c74e2a47d3389d9,Method,ratpack-rx2/src/main/java/ratpack/rx2/RxRatpack.java,507
TRUE,ThreadBinding,ExecThreadBinding,-1,2018-02-07 14:40:34+10:00,50308f6d9a1089dbe892fb10dc1edd3bec9b1b3d,Class,ratpack-exec/src/main/java/ratpack/exec/internal/ThreadBinding.java,27
TRUE,executionBacking,execution,-1,2018-02-07 14:40:34+10:00,50308f6d9a1089dbe892fb10dc1edd3bec9b1b3d,Variable,ratpack-exec/src/main/java/ratpack/exec/internal/DefaultExecution.java,103
TRUE,intercept,exec,-1,2018-02-03 10:15:56+10:00,d4d1973b53211b2e3057b9c451ce5b2da7d9ad46,Method,ratpack-exec/src/main/java/ratpack/exec/internal/DefaultExecution.java,185
TRUE,sw,w,-1,2018-01-10 22:02:58-06:00,ba4084661319f5df37f68db108ec2c9a89a9c4c1,Variable,ratpack-dropwizard-metrics/src/main/java/ratpack/dropwizard/metrics/MetricsPrometheusHandler.java,46
TRUE,SimpleMutableRegistry,DefaultMutableRegistry,-1,2018-01-11 13:12:41+10:00,935f20fa1b6a71471ee012a65df58067a479b7b6,Class,ratpack-exec/src/main/java/ratpack/registry/internal/SimpleMutableRegistry.java,34
FALSE,setEnabled,enable,0,2018-01-06 10:15:26-06:00,c3c4344ab7dfdaddbf38121a81146b0dd227c355,Method,ratpack-dropwizard-metrics/src/main/java/ratpack/dropwizard/metrics/ByteBufAllocatorConfig.java,30
FALSE,setDetailed,detail,0,2018-01-06 10:15:26-06:00,c3c4344ab7dfdaddbf38121a81146b0dd227c355,Method,ratpack-dropwizard-metrics/src/main/java/ratpack/dropwizard/metrics/ByteBufAllocatorConfig.java,47
TRUE,deserialized,value,-1,2017-04-19 10:10:18+10:00,49cf1e146a66f20ee3ed52ac78684a715c3a7447,Variable,ratpack-session/src/main/java/ratpack/session/internal/DefaultSession.java,261
TRUE,compose,buffer,-1,2017-04-07 13:52:54+10:00,bbdfde6ba003bd4d682baeaf533c4eaf8a1e5f64,Method,ratpack-exec/src/main/java/ratpack/stream/bytebuf/ByteBufStreams.java,42
TRUE,reduce,compose,-1,2017-04-07 13:52:54+10:00,bbdfde6ba003bd4d682baeaf533c4eaf8a1e5f64,Method,ratpack-exec/src/main/java/ratpack/stream/bytebuf/ByteBufStreams.java,63
TRUE,execute,checkAll,-1,2017-04-03 20:15:58+10:00,7fe0b988e270d89f12ae39bce962ae0aa80ad011,Method,ratpack-core/src/main/java/ratpack/health/HealthCheckHandler.java,224
TRUE,SSLContextDeserializer,JdkSslContextDeserializer,-1,2017-04-03 13:56:22+10:00,f44adf69a321b1bab896b19f1f422bf0fb71c992,Class,ratpack-core/src/main/java/ratpack/config/internal/module/SSLContextDeserializer.java,31
TRUE,blocks,handlers,0,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Attribute,ratpack-core/src/main/java/ratpack/handling/internal/ContentNegotiationHandler.java,32
TRUE,block,handler,0,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Parameter,ratpack-core/src/main/java/ratpack/handling/internal/DefaultByContentSpec.java,46
TRUE,block,handler,0,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Variable,ratpack-core/src/main/java/ratpack/handling/internal/DefaultByContentSpec.java,118
TRUE,context,registry,1,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Parameter,ratpack-core/src/main/java/ratpack/handling/internal/DefaultByMethodSpec.java,32
TRUE,context,registry,1,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Attribute,ratpack-core/src/main/java/ratpack/handling/internal/DefaultByMethodSpec.java,30
TRUE,block,handler,0,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Parameter,ratpack-core/src/main/java/ratpack/handling/ByContentSpec.java,81
TRUE,block,handler,0,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Parameter,ratpack-core/src/main/java/ratpack/handling/ByContentSpec.java,89
TRUE,block,handler,0,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Parameter,ratpack-core/src/main/java/ratpack/handling/ByContentSpec.java,97
TRUE,block,handler,0,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Parameter,ratpack-core/src/main/java/ratpack/handling/ByContentSpec.java,105
TRUE,block,handler,0,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Parameter,ratpack-core/src/main/java/ratpack/handling/ByContentSpec.java,113
TRUE,block,handler,0,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Parameter,ratpack-core/src/main/java/ratpack/handling/ByContentSpec.java,121
TRUE,block,handler,0,2017-04-03 11:44:43+10:00,c35c5554cd9bd4b22f111dbbdaf91e6677ccd57b,Parameter,ratpack-core/src/main/java/ratpack/handling/ByContentSpec.java,140
TRUE,isComplete,isUnread,-1,2017-03-31 16:35:30+10:00,3f0bb56f416e71641204de6c334d2788ea158002,Method,ratpack-core/src/main/java/ratpack/server/internal/RequestBody.java,90
TRUE,forceCloseConnection,discard,-1,2017-03-31 16:35:30+10:00,3f0bb56f416e71641204de6c334d2788ea158002,Method,ratpack-core/src/main/java/ratpack/server/internal/RequestBody.java,103
TRUE,byteBufs,received,-1,2017-03-31 16:35:30+10:00,3f0bb56f416e71641204de6c334d2788ea158002,Attribute,ratpack-core/src/main/java/ratpack/server/internal/RequestBody.java,40
TRUE,onAdd,listener,-1,2017-03-31 16:35:30+10:00,3f0bb56f416e71641204de6c334d2788ea158002,Attribute,ratpack-core/src/main/java/ratpack/server/internal/RequestBody.java,50
TRUE,block,handler,0,2017-03-31 12:41:41+10:00,8b96cf490550966a0d2348a5d2c814dc668486f2,Method,ratpack-core/src/main/java/ratpack/handling/internal/DefaultByMethodSpec.java,149
TRUE,blocks,handlers,0,2017-03-31 12:41:41+10:00,8b96cf490550966a0d2348a5d2c814dc668486f2,Parameter,ratpack-core/src/main/java/ratpack/handling/internal/DefaultByMethodSpec.java,38
TRUE,blocks,handlers,0,2017-03-31 12:41:41+10:00,8b96cf490550966a0d2348a5d2c814dc668486f2,Attribute,ratpack-core/src/main/java/ratpack/handling/internal/DefaultByMethodSpec.java,35
TRUE,blocks,handlers,0,2017-03-31 12:41:41+10:00,8b96cf490550966a0d2348a5d2c814dc668486f2,Parameter,ratpack-core/src/main/java/ratpack/handling/internal/MultiMethodHandler.java,37
TRUE,blocks,handlers,0,2017-03-31 12:41:41+10:00,8b96cf490550966a0d2348a5d2c814dc668486f2,Attribute,ratpack-core/src/main/java/ratpack/handling/internal/MultiMethodHandler.java,35
TRUE,blocks,handlers,0,2017-03-31 12:41:41+10:00,8b96cf490550966a0d2348a5d2c814dc668486f2,Variable,ratpack-groovy/src/main/java/ratpack/groovy/handling/internal/DefaultGroovyContext.java,79
TRUE,backing,execution,-1,2017-03-30 18:37:08+10:00,a1e678f9b990162793b1170021fe6b67e05c8046,Variable,ratpack-exec/src/main/java/ratpack/exec/Blocking.java,189
TRUE,byteBufComposing,compose,-1,2017-03-30 09:28:37+10:00,b067bd3d95e1d46b4956689ff6ad07edcb54f9e6,Method,ratpack-exec/src/main/java/ratpack/stream/Streams.java,783
TRUE,requestBodyAccumulator,requestBody,0,2017-03-21 21:26:14-07:00,22509714b6fde9af107460c5ab05c18a938a8fb1,Parameter,ratpack-core/src/main/java/ratpack/server/internal/DefaultResponseTransmitter.java,75
TRUE,requestBodyAccumulator,requestBody,0,2017-03-21 21:26:14-07:00,22509714b6fde9af107460c5ab05c18a938a8fb1,Attribute,ratpack-core/src/main/java/ratpack/server/internal/DefaultResponseTransmitter.java,65
TRUE,done,receivedLast,-1,2017-03-21 21:26:14-07:00,22509714b6fde9af107460c5ab05c18a938a8fb1,Attribute,ratpack-core/src/main/java/ratpack/server/internal/RequestBody.java,44
TRUE,block,segment,-1,2017-03-19 12:10:46-07:00,e1e679ed79ec73fdd3e4abedfb2587b4f4b35385,Parameter,ratpack-exec/src/main/java/ratpack/exec/internal/DefaultExecution.java,299
FALSE,resume,resumer,-1,2017-03-19 12:10:46-07:00,e1e679ed79ec73fdd3e4abedfb2587b4f4b35385,Attribute,ratpack-exec/src/main/java/ratpack/exec/internal/DefaultExecution.java,386
TRUE,pending,state,-1,2017-03-19 10:43:30-07:00,f815647288830da2b8aaccfcb81dffb8c9fbedd7,Variable,ratpack-exec/src/main/java/ratpack/stream/internal/FlattenPublisher.java,44
TRUE,result,cached,0,2016-12-20 09:35:41+10:00,4b4ac24d791580fd1e9175ec53ea08d9eb4988cb,Variable,ratpack-core/src/main/java/ratpack/exec/internal/CachingUpstream.java,46
TRUE,result,cached,0,2016-12-20 09:35:41+10:00,4b4ac24d791580fd1e9175ec53ea08d9eb4988cb,Variable,ratpack-core/src/main/java/ratpack/exec/internal/CachingUpstream.java,97
TRUE,shouldCache,ttl,-1,2016-12-20 09:35:41+10:00,4b4ac24d791580fd1e9175ec53ea08d9eb4988cb,Variable,ratpack-core/src/main/java/ratpack/exec/internal/CachingUpstream.java,109
TRUE,resultRef,ref,-1,2016-12-20 09:35:41+10:00,4b4ac24d791580fd1e9175ec53ea08d9eb4988cb,Attribute,ratpack-core/src/main/java/ratpack/exec/internal/CachingUpstream.java,31
TRUE,flatMapIfOrElse,flatMapIf,-1,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Method,ratpack-core/src/main/java/ratpack/exec/Promise.java,1234
TRUE,whenOrElse,when,0,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Method,ratpack-core/src/main/java/ratpack/handling/Chain.java,935
TRUE,whenOrElse,when,0,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Method,ratpack-core/src/main/java/ratpack/handling/Chain.java,939
TRUE,whenOrElse,when,0,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Method,ratpack-core/src/main/java/ratpack/handling/Chain.java,943
TRUE,ifAction,onTrue,-1,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Parameter,ratpack-core/src/main/java/ratpack/handling/Chain.java,990
TRUE,elseAction,onFalse,-1,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Parameter,ratpack-core/src/main/java/ratpack/handling/Chain.java,990
TRUE,whenOrElse,when,0,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/GroovyChain.java,786
TRUE,whenOrElse,when,0,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/GroovyChain.java,791
TRUE,whenOrElse,when,0,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/GroovyChain.java,812
TRUE,whenOrElse,when,0,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/GroovyChain.java,862
TRUE,whenOrElse,when,0,2016-12-19 17:04:16+10:00,725247055bac6808833cfe522419b664fc102e69,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/GroovyChain.java,870
TRUE,when,whenOrElse,0,2016-12-07 11:36:34+00:00,df5df2197512eaa78085b5209217c754d664b94b,Method,ratpack-core/src/main/java/ratpack/handling/Chain.java,865
TRUE,when,whenOrElse,0,2016-12-07 11:36:34+00:00,df5df2197512eaa78085b5209217c754d664b94b,Method,ratpack-core/src/main/java/ratpack/handling/Chain.java,873
TRUE,when,whenOrElse,0,2016-12-07 11:36:34+00:00,df5df2197512eaa78085b5209217c754d664b94b,Method,ratpack-core/src/main/java/ratpack/handling/Chain.java,928
TRUE,when,whenOrElse,0,2016-12-07 11:36:34+00:00,df5df2197512eaa78085b5209217c754d664b94b,Method,ratpack-core/src/main/java/ratpack/handling/Handlers.java,335
TRUE,when,whenOrElse,0,2016-12-07 11:36:34+00:00,df5df2197512eaa78085b5209217c754d664b94b,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/GroovyChain.java,712
TRUE,when,whenOrElse,0,2016-12-07 11:36:34+00:00,df5df2197512eaa78085b5209217c754d664b94b,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/GroovyChain.java,722
TRUE,when,whenOrElse,0,2016-12-07 11:36:34+00:00,df5df2197512eaa78085b5209217c754d664b94b,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/GroovyChain.java,764
TRUE,when,whenOrElse,0,2016-12-07 11:36:34+00:00,df5df2197512eaa78085b5209217c754d664b94b,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/GroovyChain.java,821
TRUE,when,whenOrElse,0,2016-12-07 11:36:34+00:00,df5df2197512eaa78085b5209217c754d664b94b,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/GroovyChain.java,837
TRUE,handler,ifHandler,-1,2016-11-13 18:19:59+00:00,3b7913bb0641a7a468015985b350781b5eb69e99,Attribute,ratpack-core/src/main/java/ratpack/handling/internal/WhenHandler.java,26
TRUE,TEXT_EVENT_STREAM,TEXT_EVENT_STREAM_CHARSET_UTF_8,-1,2016-09-13 12:42:44+10:00,252649cb65cd04b938f528b2b26865ef31e9cf18,Attribute,ratpack-core/src/main/java/ratpack/http/internal/HttpHeaderConstants.java,63
TRUE,FieldName,Type,-1,2016-09-13 12:34:42+10:00,2b391926f4b26cde7a6db4c9a20ea1ca7b258a1a,Class,ratpack-core/src/main/java/ratpack/sse/internal/ServerSentEventDecoder.java,61
TRUE,decode,doDecode,-1,2016-09-13 12:34:42+10:00,2b391926f4b26cde7a6db4c9a20ea1ca7b258a1a,Method,ratpack-core/src/main/java/ratpack/sse/internal/ServerSentEventDecoder.java,67
TRUE,Event,EventType,-1,2016-09-13 12:34:42+10:00,2b391926f4b26cde7a6db4c9a20ea1ca7b258a1a,Attribute,ratpack-core/src/main/java/ratpack/sse/internal/ServerSentEventDecoder.java,62
TRUE,DispatchEvent,DiscardEOL,-1,2016-09-13 12:34:42+10:00,2b391926f4b26cde7a6db4c9a20ea1ca7b258a1a,Attribute,ratpack-core/src/main/java/ratpack/sse/internal/ServerSentEventDecoder.java,58
TRUE,upstream,publisher,-1,2016-09-13 09:23:17+10:00,ee67a8ecf5e46635727f2f19e5912600d69861eb,Parameter,ratpack-core/src/main/java/ratpack/stream/internal/FanOutPublisher.java,31
TRUE,TEXT_EVENT_STREAM_CHARSET_UTF_8,TEXT_EVENT_STREAM,-1,2016-09-12 14:13:23+10:00,4498146d15f2bb3da88045d614a17ba9f855e0a9,Attribute,ratpack-core/src/main/java/ratpack/http/internal/HttpHeaderConstants.java,63
TRUE,disposeChannel,doDispose,0,2016-07-24 11:11:39+10:00,684331ea4a2b2d48bd8c0699dcfaaabd541b90f9,Method,ratpack-core/src/main/java/ratpack/http/client/internal/ContentAggregatingRequestAction.java,50
TRUE,msg,response,-1,2016-07-24 11:11:39+10:00,684331ea4a2b2d48bd8c0699dcfaaabd541b90f9,Variable,ratpack-core/src/main/java/ratpack/http/client/internal/ContentAggregatingRequestAction.java,63
TRUE,disposeChannel,doDispose,0,2016-07-24 11:11:39+10:00,684331ea4a2b2d48bd8c0699dcfaaabd541b90f9,Method,ratpack-core/src/main/java/ratpack/http/client/internal/ContentStreamingRequestAction.java,54
TRUE,disposeChannel,dispose,-1,2016-07-24 11:11:39+10:00,684331ea4a2b2d48bd8c0699dcfaaabd541b90f9,Method,ratpack-core/src/main/java/ratpack/http/client/internal/RequestActionSupport.java,118
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-core/src/main/java/ratpack/file/internal/FileRenderer.java,53
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-core/src/main/java/ratpack/health/internal/HealthCheckResultsRenderer.java,43
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-core/src/main/java/ratpack/jackson/internal/JsonRenderer.java,35
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-core/src/main/java/ratpack/render/RendererSupport.java,114
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-core/src/main/java/ratpack/render/internal/CharSequenceRenderer.java,25
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-core/src/main/java/ratpack/render/internal/PromiseRenderer.java,30
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-core/src/main/java/ratpack/render/internal/PublisherRenderer.java,33
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-core/src/main/java/ratpack/render/internal/RenderableRenderer.java,26
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-groovy/src/main/java/ratpack/groovy/render/GroovyRendererSupport.java,38
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-groovy/src/main/java/ratpack/groovy/template/internal/MarkupTemplateRenderer.java,49
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-groovy/src/main/java/ratpack/groovy/template/internal/TextTemplateRenderer.java,35
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-handlebars/src/main/java/ratpack/handlebars/internal/HandlebarsTemplateRenderer.java,38
FALSE,context,ctx,0,2016-07-19 11:15:55+10:00,0ab136170a0a4be88e614f3aab155129c0a1d78c,Parameter,ratpack-thymeleaf/src/main/java/ratpack/thymeleaf/internal/ThymeleafTemplateRenderer.java,36
TRUE,merge,builder,-1,2016-07-19 09:53:16+10:00,e5337f39f0cbc732e0745793aee854a1c3861a6a,Variable,ratpack-core/src/main/java/ratpack/path/internal/DefaultPathBinding.java,59
TRUE,getPathTokens,getPathBinding,0,2016-07-18 22:10:51+10:00,025e6366b349bae2ae3622026ff1938a9e418ee7,Method,ratpack-core/src/main/java/ratpack/handling/internal/DefaultContext.java,290
TRUE,getAllPathTokens,getPathBinding,1,2016-07-18 22:10:51+10:00,025e6366b349bae2ae3622026ff1938a9e418ee7,Method,ratpack-groovy/src/main/java/ratpack/groovy/handling/internal/DefaultGroovyContext.java,148
TRUE,getPathTokens,getPathBinding,0,2016-07-18 22:10:51+10:00,025e6366b349bae2ae3622026ff1938a9e418ee7,Method,ratpack-core/src/main/java/ratpack/handling/Context.java,594
TRUE,getAllPathTokens,getPathBinding,1,2016-07-18 22:10:51+10:00,025e6366b349bae2ae3622026ff1938a9e418ee7,Method,ratpack-core/src/main/java/ratpack/handling/Context.java,604
TRUE,maxContentLengthBytes,maxContentLength,0,2016-07-16 15:06:28+10:00,8683d9bbfa4ad1acea113d30acbb8ffba4c38e55,Parameter,ratpack-core/src/main/java/ratpack/http/client/internal/DefaultHttpClient.java,59
TRUE,maxContentLengthBytes,maxContentLength,0,2016-07-16 15:06:28+10:00,8683d9bbfa4ad1acea113d30acbb8ffba4c38e55,Attribute,ratpack-core/src/main/java/ratpack/http/client/internal/DefaultHttpClient.java,49
TRUE,config,poolSize,-1,2016-07-16 15:06:28+10:00,8683d9bbfa4ad1acea113d30acbb8ffba4c38e55,Attribute,ratpack-core/src/main/java/ratpack/http/client/internal/DefaultHttpClient.java,50
TRUE,getUrl,getUri,1,2016-07-16 15:06:28+10:00,8683d9bbfa4ad1acea113d30acbb8ffba4c38e55,Method,ratpack-core/src/main/java/ratpack/http/client/internal/DelegatingRequestSpec.java,89
TRUE,genericBind,parameterisedBind,-1,2016-07-16 15:06:28+10:00,8683d9bbfa4ad1acea113d30acbb8ffba4c38e55,Method,ratpack-guice/src/main/java/ratpack/guice/internal/RatpackBaseRegistryModule.java,107
TRUE,duration,timeout,-1,2016-07-16 15:06:28+10:00,8683d9bbfa4ad1acea113d30acbb8ffba4c38e55,Parameter,ratpack-test/src/main/java/ratpack/test/internal/BlockingHttpClient.java,47
TRUE,getUrl,getUri,1,2016-07-16 15:06:28+10:00,8683d9bbfa4ad1acea113d30acbb8ffba4c38e55,Method,ratpack-core/src/main/java/ratpack/http/client/internal/RequestSpecBacking.java,139
TRUE,getUrl,getUri,1,2016-07-16 15:06:28+10:00,8683d9bbfa4ad1acea113d30acbb8ffba4c38e55,Method,ratpack-core/src/main/java/ratpack/http/client/RequestSpec.java,118
TRUE,ifNull,ifNullOrNotANumber,-1,2016-07-13 11:08:15+01:00,3c977dc7d1c03b1bf8d2dbe026a6baa52e1b44fb,Parameter,ratpack-core/src/main/java/ratpack/http/internal/MimeParse.java,155
TRUE,requestConfigurer,action,-1,2016-06-03 12:17:48-05:00,a46a30b1036b633348409add5a48261236f224dd,Parameter,ratpack-core/src/main/java/ratpack/http/client/internal/DefaultHttpClient.java,41
