commit,old_name,new_name,type,coRename,line_number,file_path
aa6a8db2def58f5ea897d0dbe34f89cc63685674,ASYNC_INFLIGHT_RECORDS_LIMIT,ASYNC_STATE_TOTAL_BUFFER_SIZE,Rename Attribute,0,197,flink-core/src/main/java/org/apache/flink/configuration/ExecutionOptions.java
aa6a8db2def58f5ea897d0dbe34f89cc63685674,getAsyncStateBufferSize,getAsyncStateActiveBufferSize,Rename Method,1,494,flink-core/src/main/java/org/apache/flink/api/common/ExecutionConfig.java
aa6a8db2def58f5ea897d0dbe34f89cc63685674,setAsyncStateBufferSize,setAsyncStateActiveBufferSize,Rename Method,1,499,flink-core/src/main/java/org/apache/flink/api/common/ExecutionConfig.java
aa6a8db2def58f5ea897d0dbe34f89cc63685674,ASYNC_STATE_BUFFER_SIZE,ASYNC_STATE_ACTIVE_BUFFER_SIZE,Rename Attribute,1,217,flink-core/src/main/java/org/apache/flink/configuration/ExecutionOptions.java
aa6a8db2def58f5ea897d0dbe34f89cc63685674,getAsyncStateBufferTimeout,getAsyncStateActiveBufferTimeout,Rename Method,1,505,flink-core/src/main/java/org/apache/flink/api/common/ExecutionConfig.java
aa6a8db2def58f5ea897d0dbe34f89cc63685674,setAsyncStateBufferTimeout,setAsyncStateActiveBufferTimeout,Rename Method,1,510,flink-core/src/main/java/org/apache/flink/api/common/ExecutionConfig.java
aa6a8db2def58f5ea897d0dbe34f89cc63685674,ASYNC_STATE_BUFFER_TIMEOUT,ASYNC_STATE_ACTIVE_BUFFER_TIMEOUT,Rename Attribute,1,235,flink-core/src/main/java/org/apache/flink/configuration/ExecutionOptions.java
4facda6e11edca7e269b95456ee75b25d2f10492,REMOTE_DIRECTORY,PRIMARY_DIRECTORY,Rename Attribute,0,55,flink-state-backends/flink-statebackend-forst/src/main/java/org/apache/flink/state/forst/ForStOptions.java
4facda6e11edca7e269b95456ee75b25d2f10492,testRemoteDirectory,testPrimaryDirectory,Rename Method,0,744,flink-state-backends/flink-statebackend-forst/src/test/java/org/apache/flink/state/forst/ForStStateBackendConfigTest.java
4facda6e11edca7e269b95456ee75b25d2f10492,REMOTE_SHORTCUT_CHECKPOINT,CHECKPOINT_DIR_AS_PRIMARY_SHORTCUT,Rename Attribute,0,98,flink-state-backends/flink-statebackend-forst/src/main/java/org/apache/flink/state/forst/ForStStateBackend.java
529f64078a34d9840a26906bcf967a2147d305f9,isStreamingMode,streamingMode,Rename Parameter,0,156,flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/catalog/JavaCatalogTableTest.java
529f64078a34d9840a26906bcf967a2147d305f9,isStreamingMode,streamingMode,Rename Attribute,0,154,flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/catalog/JavaCatalogTableTest.java
529f64078a34d9840a26906bcf967a2147d305f9,isStreamingMode,streamingMode,Rename Attribute,0,61,flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/catalog/JavaCatalogTableTest.java
f1a7a10581c89ef59e2a8bbfdc83471661bc7fae,getExplicitTableOperands,getTableOperands,Rename Method,0,449,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/calcite/FlinkCalciteSqlValidator.java
f1a7a10581c89ef59e2a8bbfdc83471661bc7fae,extractExplicitTable,extractTableOperand,Rename Method,0,473,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/calcite/FlinkCalciteSqlValidator.java
f1a7a10581c89ef59e2a8bbfdc83471661bc7fae,explicitTableArgs,tableArgs,Rename Variable,0,365,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/calcite/FlinkCalciteSqlValidator.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,initialResourceAllocationTimeout,submissionResourceWaitTimeout,Rename Parameter,0,308,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,initialResourceAllocationTimeout,submissionResourceWaitTimeout,Rename Attribute,0,298,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,initialResourceAllocationTimeout,submissionResourceWaitTimeout,Rename Parameter,0,178,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/WaitingForResources.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,initialResourceAllocationTimeout,submissionResourceWaitTimeout,Rename Attribute,0,170,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/WaitingForResources.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,initialResourceAllocationTimeout,submissionResourceWaitTimeout,Rename Parameter,0,52,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/WaitingForResources.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,initialResourceAllocationTimeout,submissionResourceWaitTimeout,Rename Parameter,0,61,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/WaitingForResources.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,scalingIntervalMin,executingCooldownTimeout,Rename Variable,1,233,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,scalingIntervalMin,executingCooldownTimeout,Rename Parameter,1,311,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,scalingIntervalMin,executingCooldownTimeout,Rename Attribute,1,301,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,scalingIntervalMin,executingCooldownTimeout,Rename Variable,1,2202,flink-runtime/src/test/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveSchedulerTest.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,scalingIntervalMin,executingCooldownTimeout,Rename Variable,1,2332,flink-runtime/src/test/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveSchedulerTest.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,getScalingIntervalMin,getExecutingCooldownTimeout,Rename Method,1,341,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,scalingResourceStabilizationTimeout,executingResourceStabilizationTimeout,Rename Parameter,2,312,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,scalingResourceStabilizationTimeout,executingResourceStabilizationTimeout,Rename Attribute,2,302,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,scalingResourceStabilizationTimeout,executingResourceStabilizationTimeout,Rename Variable,2,2333,flink-runtime/src/test/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveSchedulerTest.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,SCHEDULER_SCALING_RESOURCE_STABILIZATION_TIMEOUT,SCHEDULER_EXECUTING_RESOURCE_STABILIZATION_TIMEOUT,Rename Attribute,2,532,flink-core/src/main/java/org/apache/flink/configuration/JobManagerOptions.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,resourceStabilizationTimeout,submissionResourceStabilizationTimeout,Rename Parameter,3,309,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,resourceStabilizationTimeout,submissionResourceStabilizationTimeout,Rename Attribute,3,299,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,RESOURCE_STABILIZATION_TIMEOUT,SCHEDULER_SUBMISSION_RESOURCE_STABILIZATION_TIMEOUT,Rename Attribute,3,653,flink-core/src/main/java/org/apache/flink/configuration/JobManagerOptions.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,getResourceStabilizationTimeout,getSubmissionResourceStabilizationTimeout,Rename Method,3,333,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,getInitialResourceAllocationTimeout,getExecutingResourceStabilizationTimeout,Rename Method,-1,329,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,allocationTimeoutDefault,submissionResourceWaitTimeoutDefault,Rename Variable,-1,224,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,stabilizationTimeoutDefault,submissionStabilizationTimeoutDefault,Rename Variable,-1,226,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptive/AdaptiveScheduler.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,RESOURCE_WAIT_TIMEOUT,SCHEDULER_SUBMISSION_RESOURCE_WAIT_TIMEOUT,Rename Attribute,-1,597,flink-core/src/main/java/org/apache/flink/configuration/JobManagerOptions.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,SCHEDULER_SCALING_INTERVAL_MIN,SCHEDULER_EXECUTING_COOLDOWN_AFTER_RESCALING,Rename Attribute,-1,521,flink-core/src/main/java/org/apache/flink/configuration/JobManagerOptions.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,SCHEDULER_SCALE_ON_FAILED_CHECKPOINTS_COUNT,SCHEDULER_RESCALE_TRIGGER_MAX_CHECKPOINT_FAILURES,Rename Attribute,-1,623,flink-core/src/main/java/org/apache/flink/configuration/JobManagerOptions.java
6ab3c3d9881b833278e29d205c0bca1acf575be5,MAXIMUM_DELAY_FOR_SCALE_TRIGGER,SCHEDULER_RESCALE_TRIGGER_MAX_DELAY,Rename Attribute,-1,637,flink-core/src/main/java/org/apache/flink/configuration/JobManagerOptions.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,getExpectedBuffersPerGate,targetTotalBuffersPerGate,Rename Method,0,46,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpec.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,maxBuffersPerGate,targetTotalBuffersPerGate,Rename Variable,0,49,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/InputGateSpecUtils.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,maxBuffersPerGate,targetTotalBuffersPerGate,Rename Variable,0,48,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpecTest.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,maxBuffersPerGate,targetTotalBuffersPerGate,Rename Variable,0,67,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpecTest.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,maxBuffersPerGate,targetTotalBuffersPerGate,Rename Variable,0,86,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpecTest.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,maxBuffersPerGate,targetTotalBuffersPerGate,Rename Variable,0,105,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpecTest.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,maxBuffersPerGate,targetTotalBuffersPerGate,Rename Variable,0,125,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpecTest.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,maxBuffersPerGate,targetTotalBuffersPerGate,Rename Variable,0,1276,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/partition/consumer/SingleInputGateTest.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,getMaxBuffersPerGate,getTotalBuffersTargetPerGate,Rename Method,0,113,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/InputGateSpecUtils.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,getMinNumberOfMemorySegments,getNumberOfRequiredMemorySegments,Rename Method,1,300,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/LocalBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,getExpectedNumberOfMemorySegments,getNumberOfRequiredMemorySegments,Rename Method,1,82,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/buffer/NoOpBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,getExpectedNumberOfMemorySegments,getNumberOfRequiredMemorySegments,Rename Method,1,83,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/buffer/UnpooledBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,getExpectedNumberOfMemorySegments,getNumberOfRequiredMemorySegments,Rename Method,1,43,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/BufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,getMinNumberOfMemorySegments,getNumberOfRequiredMemorySegments,Rename Method,1,49,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/BufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,minNumberOfMemorySegments,numberOfRequiredMemorySegments,Rename Parameter,1,156,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/LocalBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,minNumberOfMemorySegments,numberOfRequiredMemorySegments,Rename Parameter,1,177,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/LocalBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,expectedNumberOfMemorySegments,numberOfRequiredMemorySegments,Rename Parameter,1,203,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/LocalBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,minNumberOfMemorySegments,numberOfRequiredMemorySegments,Rename Attribute,1,107,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/LocalBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,numExpectedBuffers,numRequiredBuffers,Rename Parameter,2,457,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/NetworkBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,numExpectedBuffers,numRequiredBuffers,Rename Parameter,2,464,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/NetworkBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,minUsedBuffers,numRequiredBuffers,Rename Parameter,2,482,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/NetworkBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,numExpectedBuffers,numRequiredBuffers,Rename Parameter,2,37,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/BufferPoolFactory.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,numExpectedBuffers,numRequiredBuffers,Rename Parameter,2,55,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/BufferPoolFactory.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,expectedBuffersPerGate,requiredFloatingBuffers,Rename Parameter,2,37,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpec.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,expectedBuffersPerGate,requiredFloatingBuffers,Rename Attribute,2,29,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpec.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,maxBuffersPerGate,totalFloatingBuffers,Rename Attribute,0,33,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpec.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,minBuffersPerGate,totalFloatingBuffers,Rename Variable,0,61,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/InputGateSpecUtils.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,expectedBuffersPerGate,maxFloating,Rename Variable,6,47,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpecTest.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,expectedBuffersPerGate,maxFloating,Rename Variable,6,84,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpecTest.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,totalWeight,totalCapacity,Rename Variable,-1,621,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/NetworkBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,delta,excessMax,Rename Variable,-1,650,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/NetworkBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,totalAllocated,totalPartsUsed,Rename Variable,-1,632,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/buffer/NetworkBufferPool.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,tuple,pair,Rename Variable,-1,386,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/ResultPartitionFactory.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,getMinBuffersPerGate,getTotalFloatingBuffers,Rename Method,-1,50,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpec.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,getExpectedBuffersTargetPerGate,getRequiredBuffersTargetPerGate,Rename Method,-1,108,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/InputGateSpecUtils.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,targetExpectedBuffersPerGate,targetRequiredBuffersPerGate,Rename Variable,-1,46,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/InputGateSpecUtils.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,expectedBuffersPerGate,requiredBuffersPerGate,Rename Variable,-1,54,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/InputGateSpecUtils.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,tuple,minAndMax,Rename Variable,-1,185,flink-runtime/src/main/java/org/apache/flink/runtime/shuffle/NettyShuffleUtils.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,expected,min,Rename Variable,-1,81,flink-runtime/src/main/java/org/apache/flink/runtime/shuffle/NettyShuffleUtils.java
67d23fc45be45c02341a9cbd7dddea18ba40bca2,minBuffersPerGate,minFloating,Rename Variable,-1,124,flink-runtime/src/test/java/org/apache/flink/runtime/io/network/partition/consumer/GateBuffersSpecTest.java
2385cc05e311797d209e85ce9b9e668a7dd3c51c,oldCatalogDescriptor,oldDescriptorOpt,Rename Variable,0,350,flink-table/flink-table-api-java/src/main/java/org/apache/flink/table/catalog/CatalogManager.java
2385cc05e311797d209e85ce9b9e668a7dd3c51c,newCatalogDescriptor,newDescriptor,Rename Variable,0,355,flink-table/flink-table-api-java/src/main/java/org/apache/flink/table/catalog/CatalogManager.java
2385cc05e311797d209e85ce9b9e668a7dd3c51c,catalogUpdater,catalogChange,Rename Parameter,-1,342,flink-table/flink-table-api-java/src/main/java/org/apache/flink/table/catalog/CatalogManager.java
c862fa601197f49fa4d0478f83a99ef8dbe65e20,testCreateMaterializedTableFailed,testCreateMaterializedTableFailedInInContinuousMode,Rename Method,0,273,flink-table/flink-sql-gateway/src/test/java/org/apache/flink/table/gateway/service/MaterializedTableStatementITCase.java
c862fa601197f49fa4d0478f83a99ef8dbe65e20,testAlterMaterializedTableSuspendAndResume,testAlterMaterializedTableSuspendAndResumeInContinuousMode,Rename Method,0,452,flink-table/flink-sql-gateway/src/test/java/org/apache/flink/table/gateway/service/MaterializedTableStatementITCase.java
c862fa601197f49fa4d0478f83a99ef8dbe65e20,testAlterMaterializedTableWithoutSavepointDirConfigured,testAlterMaterializedTableWithoutSavepointDirConfiguredInContinuousMode,Rename Method,0,595,flink-table/flink-sql-gateway/src/test/java/org/apache/flink/table/gateway/service/MaterializedTableStatementITCase.java
c862fa601197f49fa4d0478f83a99ef8dbe65e20,testDropMaterializedTable,testDropMaterializedTableInContinuousMode,Rename Method,0,753,flink-table/flink-sql-gateway/src/test/java/org/apache/flink/table/gateway/service/MaterializedTableStatementITCase.java
c862fa601197f49fa4d0478f83a99ef8dbe65e20,testRefreshMaterializedTableWithStaticPartition,testRefreshMaterializedTableWithStaticPartitionInContinuousMode,Rename Method,0,978,flink-table/flink-sql-gateway/src/test/java/org/apache/flink/table/gateway/service/MaterializedTableStatementITCase.java
c862fa601197f49fa4d0478f83a99ef8dbe65e20,testRefreshMaterializedTableWithInvalidParameter,testRefreshMaterializedTableWithInvalidParameterInContinuousMode,Rename Method,0,1162,flink-table/flink-sql-gateway/src/test/java/org/apache/flink/table/gateway/service/MaterializedTableStatementITCase.java
309e3246e0232a0a363aa44ab6d5524133f8f548,dynamicOptions,initConfig,Rename Variable,0,75,flink-table/flink-sql-gateway/src/main/java/org/apache/flink/table/gateway/rest/handler/materializedtable/scheduler/CreateEmbeddedSchedulerWorkflowHandler.java
309e3246e0232a0a363aa44ab6d5524133f8f548,dynamicOptions,initConfig,Rename Parameter,0,66,flink-table/flink-sql-gateway/src/main/java/org/apache/flink/table/gateway/rest/message/materializedtable/scheduler/CreateEmbeddedSchedulerWorkflowRequestBody.java
309e3246e0232a0a363aa44ab6d5524133f8f548,dynamicOptions,initConfig,Rename Attribute,0,50,flink-table/flink-sql-gateway/src/main/java/org/apache/flink/table/gateway/rest/message/materializedtable/scheduler/CreateEmbeddedSchedulerWorkflowRequestBody.java
309e3246e0232a0a363aa44ab6d5524133f8f548,dynamicOptions,initConfig,Rename Parameter,0,49,flink-table/flink-table-common/src/main/java/org/apache/flink/table/workflow/CreatePeriodicRefreshWorkflow.java
309e3246e0232a0a363aa44ab6d5524133f8f548,dynamicOptions,initConfig,Rename Attribute,0,39,flink-table/flink-table-common/src/main/java/org/apache/flink/table/workflow/CreatePeriodicRefreshWorkflow.java
309e3246e0232a0a363aa44ab6d5524133f8f548,getDynamicOptions,getInitConfig,Rename Method,0,83,flink-table/flink-sql-gateway/src/main/java/org/apache/flink/table/gateway/rest/message/materializedtable/scheduler/CreateEmbeddedSchedulerWorkflowRequestBody.java
309e3246e0232a0a363aa44ab6d5524133f8f548,getDynamicOptions,getInitConfig,Rename Method,0,72,flink-table/flink-table-common/src/main/java/org/apache/flink/table/workflow/CreatePeriodicRefreshWorkflow.java
21403e31f4761bdddf5e4e802e0e5eb9b4533202,containsJoinHint,containsQueryHints,Rename Method,0,2298,flink-table/flink-table-planner/src/main/java/org/apache/calcite/sql2rel/SqlToRelConverter.java
21403e31f4761bdddf5e4e802e0e5eb9b4533202,containsJoinHint,containsQueryHints,Rename Attribute,0,2296,flink-table/flink-table-planner/src/main/java/org/apache/calcite/sql2rel/SqlToRelConverter.java
21403e31f4761bdddf5e4e802e0e5eb9b4533202,joinHintNeedRemove,queryHintNeedRemove,Rename Parameter,0,110,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/ClearJoinHintsWithInvalidPropagationShuttle.java
21403e31f4761bdddf5e4e802e0e5eb9b4533202,joinHintNeedRemove,queryHintNeedRemove,Rename Attribute,0,108,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/ClearJoinHintsWithInvalidPropagationShuttle.java
21403e31f4761bdddf5e4e802e0e5eb9b4533202,CapitalizeJoinHintsShuttle,CapitalizeQueryHintsShuttle,Rename Class,0,31,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/CapitalizeJoinHintsShuttle.java
21403e31f4761bdddf5e4e802e0e5eb9b4533202,ClearJoinHintsOnUnmatchedNodesShuttle,ClearQueryHintsOnUnmatchedNodesShuttle,Rename Class,0,35,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/ClearJoinHintsOnUnmatchedNodesShuttle.java
21403e31f4761bdddf5e4e802e0e5eb9b4533202,ClearJoinHintsWithInvalidPropagationShuttle,ClearQueryHintsWithInvalidPropagationShuttle,Rename Class,0,38,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/ClearJoinHintsWithInvalidPropagationShuttle.java
21403e31f4761bdddf5e4e802e0e5eb9b4533202,JoinHintsRelShuttle,QueryHintsRelShuttle,Rename Class,0,32,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/JoinHintsRelShuttle.java
21403e31f4761bdddf5e4e802e0e5eb9b4533202,JoinHintsResolver,QueryHintsResolver,Rename Class,0,48,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/plan/optimize/JoinHintsResolver.java
21403e31f4761bdddf5e4e802e0e5eb9b4533202,ClearJoinHintsWithInvalidPropagationShuttleTestBase,ClearQueryHintsWithInvalidPropagationShuttleTestBase,Rename Class,0,41,flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/hint/ClearJoinHintsWithInvalidPropagationShuttleTestBase.java
